created_at,entry_id,Chadni Chowk,Gariahat,Dharmatala
26-10-2017 10:34,167850,2.955897436,2.444981685,2.955897436
26-10-2017 10:35,167851,2.996190476,2.527985348,2.996190476
26-10-2017 10:35,167852,3.005860806,2.544908425,3.005860806
26-10-2017 10:36,167853,3.011501832,2.556190476,3.011501832
26-10-2017 10:37,167854,2.968791209,2.462710623,2.968791209
26-10-2017 10:37,167855,3.001831502,2.536043956,3.001831502
26-10-2017 10:38,167856,2.958315018,2.441758242,2.958315018
26-10-2017 10:38,167857,2.994578755,2.522344322,2.994578755
26-10-2017 10:38,167858,2.956703297,2.438534799,2.956703297
26-10-2017 10:39,167859,2.994578755,2.51992674,2.994578755
26-10-2017 10:39,167860,3.00989011,2.545714286,3.00989011
26-10-2017 10:39,167861,3.010695971,2.552967033,3.010695971
26-10-2017 10:40,167862,2.963956044,2.451428571,2.963956044
26-10-2017 10:40,167863,2.997802198,2.52959707,2.997802198
26-10-2017 10:40,167864,2.957509158,2.436923077,2.957509158
26-10-2017 10:41,167865,2.997802198,2.523956044,2.997802198
26-10-2017 10:41,167866,3.011501832,2.552161172,3.011501832
26-10-2017 10:41,167867,2.961538462,2.444981685,2.961538462
26-10-2017 10:42,167868,2.995384615,2.523956044,2.995384615
26-10-2017 10:42,167869,3.002637363,2.539267399,3.002637363
26-10-2017 10:42,167870,3.005860806,2.544908425,3.005860806
26-10-2017 10:43,167871,3.006666667,2.544908425,3.006666667
26-10-2017 10:43,167872,3.006666667,2.54974359,3.006666667
26-10-2017 10:44,167873,2.958315018,2.445787546,2.958315018
26-10-2017 10:44,167874,2.994578755,2.523150183,2.994578755
26-10-2017 10:45,167875,3.001831502,2.538461538,3.001831502
26-10-2017 10:45,167876,3.005054945,2.543296703,3.005054945
26-10-2017 10:45,167877,3.013113553,2.559413919,3.013113553
26-10-2017 10:46,167878,3.007472527,2.550549451,3.007472527
26-10-2017 10:46,167879,3.006666667,2.551355311,3.006666667
26-10-2017 10:46,167880,3.006666667,2.551355311,3.006666667
26-10-2017 10:47,167881,3.008278388,2.553772894,3.008278388
26-10-2017 10:47,167882,3.015531136,2.569084249,3.015531136
26-10-2017 10:47,167883,3.009084249,2.556996337,3.009084249
26-10-2017 10:48,167884,3.009084249,2.556996337,3.009084249
26-10-2017 10:48,167885,2.95992674,2.452234432,2.95992674
26-10-2017 10:48,167886,2.995384615,2.527179487,2.995384615
26-10-2017 10:49,167887,2.955091575,2.437728938,2.955091575
26-10-2017 10:49,167888,3.002637363,2.535238095,3.002637363
26-10-2017 10:49,167889,3.005860806,2.543296703,3.005860806
26-10-2017 10:50,167890,3.006666667,2.548937729,3.006666667
26-10-2017 10:50,167891,3.009084249,2.556190476,3.009084249
26-10-2017 10:51,167892,3.00989011,2.556190476,3.00989011
26-10-2017 10:51,167893,3.0203663,2.574725275,3.0203663
26-10-2017 10:51,167894,3.014725275,2.564249084,3.014725275
26-10-2017 10:52,167895,3.014725275,2.565054945,3.014725275
26-10-2017 10:52,167896,3.014725275,2.565860806,3.014725275
26-10-2017 10:52,167897,3.013919414,2.564249084,3.013919414
26-10-2017 10:53,167898,3.023589744,2.57956044,3.023589744
26-10-2017 10:53,167899,2.971208791,2.466739927,2.971208791
26-10-2017 10:54,167900,3.001025641,2.537655678,3.001025641
26-10-2017 10:55,167901,2.758461538,3.015531136,2.758461538
26-10-2017 10:56,167902,2.761684982,3.016336996,2.761684982
26-10-2017 10:56,167903,2.764102564,3.01956044,2.764102564
26-10-2017 10:57,167904,2.766520147,3.01956044,2.766520147
26-10-2017 10:58,167905,2.768131868,3.01956044,2.768131868
26-10-2017 10:58,167906,2.76974359,3.021172161,2.76974359
26-10-2017 10:59,167907,2.768937729,3.022783883,2.768937729
26-10-2017 11:00,167908,2.768937729,3.01956044,2.768937729
26-10-2017 11:00,167909,2.76974359,3.021172161,2.76974359
26-10-2017 11:00,167910,2.770549451,3.021978022,2.770549451
26-10-2017 11:01,167911,2.770549451,3.0203663,2.770549451
26-10-2017 11:01,167912,2.683516484,2.977655678,2.683516484
26-10-2017 11:02,167913,2.752014652,3.013113553,2.752014652
26-10-2017 11:02,167914,2.720586081,2.998608059,2.720586081
26-10-2017 11:02,167915,2.761684982,3.01956044,2.761684982
26-10-2017 11:03,167916,2.678681319,2.974432234,2.678681319
26-10-2017 11:03,167917,2.741538462,3.006666667,2.741538462
26-10-2017 11:03,167918,2.755238095,3.013919414,2.755238095
26-10-2017 11:04,167919,2.757655678,3.014725275,2.757655678
26-10-2017 11:04,167920,2.76974359,3.01956044,2.76974359
26-10-2017 11:05,167921,2.764908425,3.01956044,2.764908425
26-10-2017 11:06,167922,2.765714286,3.01956044,2.765714286
26-10-2017 11:06,167923,2.673846154,2.971208791,2.673846154
26-10-2017 11:07,167924,2.741538462,3.005860806,2.741538462
26-10-2017 11:07,167925,2.757655678,3.015531136,2.757655678
26-10-2017 11:08,167926,2.765714286,3.01956044,2.765714286
26-10-2017 11:08,167927,2.674652015,2.972014652,2.674652015
26-10-2017 11:09,167928,2.739120879,3.005860806,2.739120879
26-10-2017 11:10,167929,2.660952381,2.964761905,2.660952381
26-10-2017 11:11,167930,2.731062271,3.001831502,2.731062271
26-10-2017 11:11,167931,2.75040293,3.012307692,2.75040293
26-10-2017 11:12,167932,2.757655678,3.015531136,2.757655678
26-10-2017 11:13,167933,2.757655678,3.015531136,2.757655678
26-10-2017 11:13,167934,2.671428571,2.971208791,2.671428571
26-10-2017 11:14,167935,2.731868132,3.002637363,2.731868132
26-10-2017 11:15,167936,2.744761905,3.008278388,2.744761905
26-10-2017 11:15,167937,2.754432234,3.013919414,2.754432234
26-10-2017 11:16,167938,2.668205128,2.967985348,2.668205128
26-10-2017 11:17,167939,2.732673993,3.002637363,2.732673993
26-10-2017 11:17,167940,2.745567766,3.009084249,2.745567766
26-10-2017 11:18,167941,2.744761905,3.008278388,2.744761905
26-10-2017 11:19,167942,2.746373626,3.009084249,2.746373626
26-10-2017 11:19,167943,2.74959707,3.010695971,2.74959707
26-10-2017 11:20,167944,2.747179487,3.007472527,2.747179487
26-10-2017 11:21,167945,2.745567766,3.007472527,2.745567766
26-10-2017 11:21,167946,2.747179487,3.007472527,2.747179487
26-10-2017 11:22,167947,2.745567766,3.008278388,2.745567766
26-10-2017 11:23,167948,2.752014652,3.012307692,2.752014652
26-10-2017 11:24,167949,2.743956044,3.007472527,2.743956044
26-10-2017 11:24,167950,2.64967033,2.955897436,2.64967033
26-10-2017 11:25,167951,2.723809524,2.996190476,2.723809524
26-10-2017 11:26,167952,2.740732601,3.005860806,2.740732601
26-10-2017 11:26,167953,2.752014652,3.011501832,2.752014652
26-10-2017 11:27,167954,2.66981685,2.968791209,2.66981685
26-10-2017 11:28,167955,2.733479853,3.001831502,2.733479853
26-10-2017 11:28,167956,2.652087912,2.958315018,2.652087912
26-10-2017 11:29,167957,2.722197802,2.994578755,2.722197802
26-10-2017 11:30,167958,2.648864469,2.956703297,2.648864469
26-10-2017 11:30,167959,2.721391941,2.994578755,2.721391941
26-10-2017 11:31,167960,2.746373626,3.00989011,2.746373626
26-10-2017 11:32,167961,2.75040293,3.010695971,2.75040293
26-10-2017 11:32,167962,2.660952381,2.963956044,2.660952381
26-10-2017 11:33,167963,2.727838828,2.997802198,2.727838828
26-10-2017 11:34,167964,2.648058608,2.957509158,2.648058608
26-10-2017 11:34,167965,2.725421245,2.997802198,2.725421245
26-10-2017 11:35,167966,2.751208791,3.011501832,2.751208791
26-10-2017 11:36,167967,2.656923077,2.961538462,2.656923077
26-10-2017 11:37,167968,2.723809524,2.995384615,2.723809524
26-10-2017 11:37,167969,2.735897436,3.002637363,2.735897436
26-10-2017 11:38,167970,2.740732601,3.005860806,2.740732601
26-10-2017 11:39,167971,2.742344322,3.006666667,2.742344322
26-10-2017 11:39,167972,2.742344322,3.006666667,2.742344322
26-10-2017 11:40,167973,2.652087912,2.958315018,2.652087912
26-10-2017 11:41,167974,2.720586081,2.994578755,2.720586081
26-10-2017 11:41,167975,2.735091575,3.001831502,2.735091575
26-10-2017 11:42,167976,2.739120879,3.005054945,2.739120879
26-10-2017 11:43,167977,2.753626374,3.013113553,2.753626374
26-10-2017 11:43,167978,2.744761905,3.007472527,2.744761905
26-10-2017 11:44,167979,2.744761905,3.006666667,2.744761905
26-10-2017 11:45,167980,2.743956044,3.006666667,2.743956044
26-10-2017 11:45,167981,2.744761905,3.008278388,2.744761905
26-10-2017 11:46,167982,2.76007326,3.015531136,2.76007326
26-10-2017 11:47,167983,2.748791209,3.009084249,2.748791209
26-10-2017 11:47,167984,2.747179487,3.009084249,2.747179487
26-10-2017 11:48,167985,2.654505495,2.95992674,2.654505495
26-10-2017 11:49,167986,2.723003663,2.995384615,2.723003663
26-10-2017 11:50,167987,2.646446886,2.955091575,2.646446886
26-10-2017 11:50,167988,2.734285714,3.002637363,2.734285714
26-10-2017 11:51,167989,2.740732601,3.005860806,2.740732601
26-10-2017 11:52,167990,2.743956044,3.006666667,2.743956044
26-10-2017 11:52,167991,2.747985348,3.009084249,2.747985348
26-10-2017 11:53,167992,2.751208791,3.00989011,2.751208791
26-10-2017 11:54,167993,2.768131868,3.0203663,2.768131868
26-10-2017 11:54,167994,2.757655678,3.014725275,2.757655678
26-10-2017 12:12,167995,2.758461538,3.014725275,2.758461538
26-10-2017 12:13,167996,2.757655678,3.014725275,2.757655678
26-10-2017 12:14,167997,2.756849817,3.013919414,2.756849817
26-10-2017 12:14,167998,2.770549451,3.023589744,2.770549451
26-10-2017 12:15,167999,2.670622711,2.971208791,2.670622711
26-10-2017 12:16,168000,2.731868132,3.001025641,2.731868132
26-10-2017 12:16,168001,2.562637363,2.758461538,2.562637363
26-10-2017 12:17,168002,2.565860806,2.761684982,2.565860806
26-10-2017 12:18,168003,2.56989011,2.764102564,2.56989011
26-10-2017 12:18,168004,2.573113553,2.766520147,2.573113553
26-10-2017 12:19,168005,2.576336996,2.768131868,2.576336996
26-10-2017 12:20,168006,2.578754579,2.76974359,2.578754579
26-10-2017 12:20,168007,2.57956044,2.768937729,2.57956044
26-10-2017 12:21,168008,2.575531136,2.768937729,2.575531136
26-10-2017 12:22,168009,2.578754579,2.76974359,2.578754579
26-10-2017 12:22,168010,2.57956044,2.770549451,2.57956044
26-10-2017 12:44,168011,2.578754579,2.770549451,2.578754579
26-10-2017 12:45,168012,2.478827839,2.683516484,2.478827839
26-10-2017 12:45,168013,2.556190476,2.752014652,2.556190476
26-10-2017 12:46,168014,2.512673993,2.720586081,2.512673993
26-10-2017 12:47,168015,2.563443223,2.761684982,2.563443223
26-10-2017 12:47,168016,2.468351648,2.678681319,2.468351648
26-10-2017 12:48,168017,2.540879121,2.741538462,2.540879121
26-10-2017 12:49,168018,2.556190476,2.755238095,2.556190476
26-10-2017 12:49,168019,2.561831502,2.757655678,2.561831502
26-10-2017 12:50,168020,2.574725275,2.76974359,2.574725275
26-10-2017 12:51,168021,2.571501832,2.764908425,2.571501832
26-10-2017 12:51,168022,2.571501832,2.765714286,2.571501832
26-10-2017 12:52,168023,2.467545788,2.673846154,2.467545788
26-10-2017 12:53,168024,2.544102564,2.741538462,2.544102564
26-10-2017 12:54,168025,2.561831502,2.757655678,2.561831502
26-10-2017 12:54,168026,2.56989011,2.765714286,2.56989011
26-10-2017 12:55,168027,2.466739927,2.674652015,2.466739927
26-10-2017 12:56,168028,2.542490842,2.739120879,2.542490842
26-10-2017 12:56,168029,2.44981685,2.660952381,2.44981685
26-10-2017 12:57,168030,2.531208791,2.731062271,2.531208791
26-10-2017 12:58,168031,2.552967033,2.75040293,2.552967033
26-10-2017 12:58,168032,2.56021978,2.757655678,2.56021978
26-10-2017 12:59,168033,2.561831502,2.757655678,2.561831502
26-10-2017 13:00,168034,2.463516484,2.671428571,2.463516484
26-10-2017 13:00,168035,2.533626374,2.731868132,2.533626374
26-10-2017 13:01,168036,2.546520147,2.744761905,2.546520147
26-10-2017 13:02,168037,2.557802198,2.754432234,2.557802198
26-10-2017 13:02,168038,2.461098901,2.668205128,2.461098901
26-10-2017 13:03,168039,2.534432234,2.732673993,2.534432234
26-10-2017 13:04,168040,2.548131868,2.745567766,2.548131868
26-10-2017 13:05,168041,2.54974359,2.744761905,2.54974359
26-10-2017 13:06,168042,2.552161172,2.746373626,2.552161172
26-10-2017 13:06,168043,2.556190476,2.74959707,2.556190476
26-10-2017 13:07,168044,2.554578755,2.747179487,2.554578755
26-10-2017 13:08,168045,2.555384615,2.745567766,2.555384615
26-10-2017 13:08,168046,2.554578755,2.747179487,2.554578755
26-10-2017 13:09,168047,2.553772894,2.745567766,2.553772894
26-10-2017 13:10,168048,2.561025641,2.752014652,2.561025641
26-10-2017 13:11,168049,2.54974359,2.743956044,2.54974359
26-10-2017 13:11,168050,2.444981685,2.64967033,2.444981685
26-10-2017 13:12,168051,2.527985348,2.723809524,2.527985348
26-10-2017 13:13,168052,2.544908425,2.740732601,2.544908425
26-10-2017 13:13,168053,2.556190476,2.752014652,2.556190476
26-10-2017 13:14,168054,2.462710623,2.66981685,2.462710623
26-10-2017 13:15,168055,2.536043956,2.733479853,2.536043956
26-10-2017 13:15,168056,2.441758242,2.652087912,2.441758242
26-10-2017 13:16,168057,2.522344322,2.722197802,2.522344322
26-10-2017 13:17,168058,2.438534799,2.648864469,2.438534799
26-10-2017 13:17,168059,2.51992674,2.721391941,2.51992674
26-10-2017 13:18,168060,2.545714286,2.746373626,2.545714286
26-10-2017 13:19,168061,2.552967033,2.75040293,2.552967033
26-10-2017 13:20,168062,2.451428571,2.660952381,2.451428571
26-10-2017 13:20,168063,2.52959707,2.727838828,2.52959707
26-10-2017 13:21,168064,2.436923077,2.648058608,2.436923077
26-10-2017 13:22,168065,2.523956044,2.725421245,2.523956044
26-10-2017 13:22,168066,2.552161172,2.751208791,2.552161172
26-10-2017 13:23,168067,2.444981685,2.656923077,2.444981685
26-10-2017 13:24,168068,2.523956044,2.723809524,2.523956044
26-10-2017 13:24,168069,2.539267399,2.735897436,2.539267399
26-10-2017 13:25,168070,2.544908425,2.740732601,2.544908425
26-10-2017 13:26,168071,2.544908425,2.742344322,2.544908425
26-10-2017 13:26,168072,2.54974359,2.742344322,2.54974359
26-10-2017 13:27,168073,2.445787546,2.652087912,2.445787546
26-10-2017 13:28,168074,2.523150183,2.720586081,2.523150183
26-10-2017 13:29,168075,2.538461538,2.735091575,2.538461538
26-10-2017 13:29,168076,2.543296703,2.739120879,2.543296703
26-10-2017 13:30,168077,2.559413919,2.753626374,2.559413919
26-10-2017 13:31,168078,2.550549451,2.744761905,2.550549451
26-10-2017 13:31,168079,2.551355311,2.744761905,2.551355311
26-10-2017 13:32,168080,2.551355311,2.743956044,2.551355311
26-10-2017 13:33,168081,2.553772894,2.744761905,2.553772894
26-10-2017 13:33,168082,2.569084249,2.76007326,2.569084249
26-10-2017 13:34,168083,2.556996337,2.748791209,2.556996337
26-10-2017 13:35,168084,2.556996337,2.747179487,2.556996337
26-10-2017 13:35,168085,2.452234432,2.654505495,2.452234432
26-10-2017 13:36,168086,2.527179487,2.723003663,2.527179487
26-10-2017 13:37,168087,2.437728938,2.646446886,2.437728938
26-10-2017 13:37,168088,2.535238095,2.734285714,2.535238095
26-10-2017 13:38,168089,2.543296703,2.740732601,2.543296703
26-10-2017 13:39,168090,2.548937729,2.743956044,2.548937729
26-10-2017 13:39,168091,2.556190476,2.747985348,2.556190476
26-10-2017 13:40,168092,2.556190476,2.751208791,2.556190476
26-10-2017 13:41,168093,2.574725275,2.768131868,2.574725275
26-10-2017 13:41,168094,2.564249084,2.757655678,2.564249084
26-10-2017 13:42,168095,2.565054945,2.758461538,2.565054945
26-10-2017 13:43,168096,2.565860806,2.757655678,2.565860806
26-10-2017 13:43,168097,2.564249084,2.756849817,2.564249084
26-10-2017 13:44,168098,2.57956044,2.770549451,2.57956044
26-10-2017 13:45,168099,2.466739927,2.670622711,2.466739927
26-10-2017 13:45,168100,2.537655678,2.731868132,2.537655678
